,Unnamed: 0,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text,sentiment,score,polarity,subjectivity
37,37,1643810585000,JB I,JakeBI6,@sdallnct @pdubdev It’s not even a “vaccine” by the traditional standard before the term “vaccine” was modified by… https://t.co/n3kHt77hIy,0,0,It’s not even a “vaccine” by the traditional standard before the term “vaccine” was modified by…,"['@sdallnct', '@pdubdev']",[],[' https://t.co/n3kHt77hIy'],It’s not even a “vaccine” by the traditional standard before the term “vaccine” was modified by…,"[It, ’s, not, even, a, “, vaccine, ”, by, the, traditional, standard, before, the, term, “, vaccine, ”, was, modified, by, …]","['“', 'vaccine', '”', 'traditional', 'standard', 'term', '“', 'vaccine', '”', 'modified', '…']",“ vaccin ” tradit standard term “ vaccin ” modifi …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.375
38,38,1643810585000,"Klett Consulting Group, Inc.",KlettConsulting,"The need for better cybersecurity in healthcare manufacturing has always been present, but really escalated once th… https://t.co/Dn5sN2EzXM",0,1,"The need for better cybersecurity in healthcare manufacturing has always been present, but really escalated once th…",[],[],[' https://t.co/Dn5sN2EzXM'],The need for better cybersecurity in healthcare manufacturing has always been present but really escalated once th…,"[The, need, for, better, cybersecurity, in, healthcare, manufacturing, has, always, been, present, but, really, escalated, once, th, …]","['need', 'better', 'cybersecurity', 'healthcare', 'manufacturing', 'present', 'escalated', 'th', '…']",need better cybersecur healthcar manufactur present escal th …,positive,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.2382}",0.2333333333333333,0.2333333333333333
39,39,1643810582000,Univ. of Maryland Medical Center,UMMC,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/Yq11kxAvuM",0,1,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/Yq11kxAvuM'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
40,40,1643810582000,UMGCCC,UMGCCC,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/1H99YUIGbn",0,0,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/1H99YUIGbn'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
41,41,1643810582000,UM Capital Region Health,UMCapitalRegion,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/2foR9MKpRs",0,0,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/2foR9MKpRs'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
42,42,1643810552000,NFID,NFIDvaccines,#GetVaccinated to help #FightFlu and #StopTheSpread of #COVID-19. #GetVaccinated to help #FightFlu and… https://t.co/iGGsmZJZJi,1,1,to help  and  of -19.  to help  and…,[],"['#GetVaccinated', '#FightFlu', '#StopTheSpread', '#COVID', '#GetVaccinated', '#FightFlu']",[' https://t.co/iGGsmZJZJi'],to help  and  of 1  to help  and…,"[to, help,  , and,  , of, 1,  , to, help,  , and, …]","['help', ' ', ' ', '1', ' ', 'help', ' ', '…']",help     1   help   …,positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}",0.0,0.0
43,43,1643810532000,Brian Peterson,Dr_Brian_Pet,"@NeesiefromCA @nathaliejacoby1 Past two years, no signs of illness. Yet to take a #COVID test. 😷--prevents a lot. F… https://t.co/BqqFbGKA5x",0,0,"Past two years, no signs of illness. Yet to take a  test. 😷--prevents a lot. F…","['@NeesiefromCA', '@nathaliejacoby1']",['#COVID'],[' https://t.co/BqqFbGKA5x'],Past two years no signs of illness Yet to take a  test 😷prevents a lot F…,"[Past, two, years, no, signs, of, illness, Yet, to, take, a,  , test, 😷, prevents, a, lot, F, …]","['Past', 'years', 'signs', 'illness', ' ', 'test', '😷', 'prevents', 'lot', 'F', '…']",past year sign ill   test 😷 prevent lot f …,negative,"{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.5994}",-0.25,0.25
44,44,1643810520000,Jane Addams College of Social Work,JaneAddamsColl,New publication from JACSW faculty Chastity Owens and Annette Johnson - Addressing #Equity in Schools: Youth Partic… https://t.co/zHTlsllDcR,0,0,New publication from JACSW faculty Chastity Owens and Annette Johnson - Addressing  in Schools: Youth Partic…,[],['#Equity'],[' https://t.co/zHTlsllDcR'],New publication from JACSW faculty Chastity Owens and Annette Johnson  Addressing  in Schools Youth Partic…,"[New, publication, from, JACSW, faculty, Chastity, Owens, and, Annette, Johnson,  , Addressing,  , in, Schools, Youth, Partic, …]","['New', 'publication', 'JACSW', 'faculty', 'Chastity', 'Owens', 'Annette', 'Johnson', ' ', 'Addressing', ' ', 'Schools', 'Youth', 'Partic', '…']",new public jacsw faculti chastiti owen annett johnson   address   school youth partic …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.13636363636363635,0.45454545454545453
45,45,1643810512000,Duke Department of Population Health Sciences,duke_pophealth,What's going on with @Spotify? Neil Young's departure from the streaming platform has raised questions about the ro… https://t.co/45FIAH8yhK,0,0,What's going on with ? Neil Young's departure from the streaming platform has raised questions about the ro…,['@Spotify'],[],[' https://t.co/45FIAH8yhK'],Whats going on with  Neil Youngs departure from the streaming platform has raised questions about the ro…,"[What, s, going, on, with,  , Neil, Youngs, departure, from, the, streaming, platform, has, raised, questions, about, the, ro, …]","['s', 'going', ' ', 'Neil', 'Youngs', 'departure', 'streaming', 'platform', 'raised', 'questions', 'ro', '…']",s go   neil young departur stream platform rais question ro …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.1,0.4
46,46,1643810491000,HIPAA Video,hipaavideonet,"COVID-19 HAS ALTERED all of our lives in devastating ways, and has fundamentally changed healthcare in the United S… https://t.co/SRxOnN8Oxt",0,0,"COVID-19 HAS ALTERED all of our lives in devastating ways, and has fundamentally changed healthcare in the United S…",[],[],[' https://t.co/SRxOnN8Oxt'],COVID1 HAS ALTERED all of our lives in devastating ways and has fundamentally changed healthcare in the United S…,"[COVID1, HAS, ALTERED, all, of, our, lives, in, devastating, ways, and, has, fundamentally, changed, healthcare, in, the, United, S, …]","['COVID1', 'ALTERED', 'lives', 'devastating', 'ways', 'fundamentally', 'changed', 'healthcare', 'United', 'S', '…']",covid1 alter live devast way fundament chang healthcar unit s …,negative,"{'neg': 0.178, 'neu': 0.705, 'pos': 0.116, 'compound': -0.3612}",-1.0,1.0
47,47,1643810459000,COVID-19 Vaccine Education and Equity Project,COVIDVxProject,The @nytimes recently highlighted growing questions about #COVID #vaccine cards. Lost or missing #COVID #vaccine ca… https://t.co/dkK211KAdY,0,0,The  recently highlighted growing questions about   cards. Lost or missing   ca…,['@nytimes'],"['#COVID', '#vaccine', '#COVID', '#vaccine']",[' https://t.co/dkK211KAdY'],The  recently highlighted growing questions about   cards Lost or missing   ca…,"[The,  , recently, highlighted, growing, questions, about,   , cards, Lost, or, missing,   , ca, …]","[' ', 'recently', 'highlighted', 'growing', 'questions', '  ', 'cards', 'Lost', 'missing', '  ', '…']",  recent highlight grow question    card lost miss    …,negative,"{'neg': 0.317, 'neu': 0.563, 'pos': 0.12, 'compound': -0.4215}",-0.1,0.15
48,48,1643810457000,SJMCTowson,SJMCTowson,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/H8cwyiCR3g",0,0,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/H8cwyiCR3g'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
49,49,1643810456000,UM Shore Regional,UMShoreRegional,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/0gFtworJdC",1,1,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/0gFtworJdC'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
50,50,1643810456000,University of Maryland Medical System,umms,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/9PyiJk89bA",0,0,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/9PyiJk89bA'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
51,51,1643810456000,UM UCH,UpperChesapeake,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/HrEFqu0w9L",0,0,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/HrEFqu0w9L'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
52,52,1643810456000,umbwmc,umbwmc,"If it has been 6 months since your primary #COVID19 vaccination series, then your immunity to the virus may have de… https://t.co/2zYkVgal7z",0,0,"If it has been 6 months since your primary  vaccination series, then your immunity to the virus may have de…",[],['#COVID19'],[' https://t.co/2zYkVgal7z'],If it has been 6 months since your primary  vaccination series then your immunity to the virus may have de…,"[If, it, has, been, 6, months, since, your, primary,  , vaccination, series, then, your, immunity, to, the, virus, may, have, de, …]","['6', 'months', 'primary', ' ', 'vaccination', 'series', 'immunity', 'virus', 'de', '…']",6 month primari   vaccin seri immun viru de …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.4,0.5
53,53,1643810454000,Mississippi Heroes,MSHeroes1,"“It is not how much you do, but how much love you put in the doing.” — Mother Teresa
.
Get in touch!… https://t.co/yvUDWCq7le",0,0,"“It is not how much you do, but how much love you put in the doing.” — Mother Teresa
.
Get in touch!…",[],[],[' https://t.co/yvUDWCq7le'],"“It is not how much you do but how much love you put in the doing” — Mother Teresa

Get in touch…","[“, It, is, not, how, much, you, do, but, how, much, love, you, put, in, the, doing, ”, —, Mother, Teresa, 

, Get, in, touch, …]","['“', 'love', '”', '—', 'Mother', 'Teresa', '\n\n', 'touch', '…']","“ love ” — mother teresa 

 touch …",positive,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7959}",0.35,0.4
54,54,1643810422000,Goodcleanersfinder,Goodcleanersfi1,"Cleaning Tips for Your Home After Being Sick

https://t.co/qiB9t8XpB1

#cleaning #clean #cleaningservice #home… https://t.co/JQQ9d8Ai3s",0,0,"Cleaning Tips for Your Home After Being Sick

https://t.co/qiB9t8XpB1

   …",[],"['#cleaning', '#clean', '#cleaningservice', '#home']",[' https://t.co/JQQ9d8Ai3s'],"Cleaning Tips for Your Home After Being Sick

httpstcoqiBt8XpB1

   …","[Cleaning, Tips, for, Your, Home, After, Being, Sick, 

, httpstcoqiBt8XpB1, 

   , …]","['Cleaning', 'Tips', 'Home', 'Sick', '\n\n', 'httpstcoqiBt8XpB1', '\n\n   ', '…']","clean tip home sick 

 httpstcoqibt8xpb1 

    …",negative,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.5106}",-0.7142857142857143,0.8571428571428571
55,55,1643810408000,NIH ODS,NIH_ODS,"The @NIH is funding many studies on interventions to #treat #COVID-19. So far, #research has not found #data to sup… https://t.co/hKGAAa1PDA",0,0,"The  is funding many studies on interventions to  -19. So far,  has not found  to sup…",['@NIH'],"['#treat', '#COVID', '#research', '#data']",[' https://t.co/hKGAAa1PDA'],The  is funding many studies on interventions to  1 So far  has not found  to sup…,"[The,  , is, funding, many, studies, on, interventions, to,  , 1, So, far,  , has, not, found,  , to, sup, …]","[' ', 'funding', 'studies', 'interventions', ' ', '1', 'far', ' ', 'found', ' ', 'sup', '…']",  fund studi intervent   1 far   found   sup …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.3,0.75
56,56,1643810387000,Bruce Rolfsen,OSHAReporter,#Tyson Foods Seeks 8th Circuit Rehearing of #Covid-19 Death Cases. https://t.co/5RsWLXy0Hj,0,0,Foods Seeks 8th Circuit Rehearing of -19 Death Cases.,[],"['#Tyson', '#Covid']",[' https://t.co/5RsWLXy0Hj'],Foods Seeks 8th Circuit Rehearing of 1 Death Cases,"[Foods, Seeks, 8th, Circuit, Rehearing, of, 1, Death, Cases]","['Foods', 'Seeks', '8th', 'Circuit', 'Rehearing', '1', 'Death', 'Cases']",food seek 8th circuit rehear 1 death case,negative,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5994}",0.0,0.0
57,57,1643810378000,RileyBensonPartners,RileyPartners,"The technology will soon be installed in campus athletic facilities, including the Jenison Field House and the Duff… https://t.co/BXtCj3AndH",1,0,"The technology will soon be installed in campus athletic facilities, including the Jenison Field House and the Duff…",[],[],[' https://t.co/BXtCj3AndH'],The technology will soon be installed in campus athletic facilities including the Jenison Field House and the Duff…,"[The, technology, will, soon, be, installed, in, campus, athletic, facilities, including, the, Jenison, Field, House, and, the, Duff, …]","['technology', 'soon', 'installed', 'campus', 'athletic', 'facilities', 'including', 'Jenison', 'Field', 'House', 'Duff', '…']",technolog soon instal campu athlet facil includ jenison field hous duff …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
